age,height_cm,weight_kg,activity_level,healthy
49,187,60.4,2,0
27,193,87.1,4,1
54,187,98.0,1,0
59,190,68.7,4,1
20,173,46.0,3,0
42,171,71.0,3,1
28,165,94.0,2,0
40,190,69.8,3,1
20,163,42.9,3,0
38,170,70.8,5,1
32,180,84.3,2,0
35,192,80.0,3,1
32,167,50.9,3,0
42,194,71.0,4,1
42,187,131.4,3,0
26,168,55.8,4,1
58,172,82.1,3,0
46,164,64.9,5,1
46,181,123.5,2,0
59,165,65.8,5,1
41,155,42.1,1,0
49,170,58.0,3,1
57,158,39.0,2,0
24,187,70.3,3,1
33,168,91.9,2,0
58,189,79.8,5,1
34,191,65.2,3,0
31,184,68.1,4,1
41,188,56.9,1,0
35,173,71.7,4,1
20,189,54.3,3,0
42,194,82.8,4,1
28,155,77.4,1,0
53,193,81.9,4,1
38,174,107.9,3,0
26,155,56.9,4,1
34,186,61.5,3,0
43,180,70.6,5,1
46,178,57.2,3,0
40,187,72.7,3,1
55,160,44.0,1,0
20,160,50.3,3,1
53,169,50.9,3,0
30,187,68.8,3,1
53,159,42.8,3,0
51,160,61.2,5,1
51,173,46.5,2,0
44,192,82.0,5,1
37,178,117.2,2,0
20,164,64.3,4,1
33,171,102.4,3,0
57,164,64.2,4,1
56,184,52.9,2,0
43,194,90.4,4,1
58,167,49.6,3,0
18,190,74.2,5,1
59,159,93.1,2,0
44,189,73.7,5,1
30,157,45.3,1,0
45,164,63.6,5,1
24,163,42.0,1,0
47,194,85.5,4,1
56,164,78.7,1,0
57,170,71.4,4,1
46,163,43.4,2,0
30,177,66.1,3,1
27,194,115.3,1,0
19,184,80.4,3,1
55,169,45.3,3,0
58,166,52.2,4,1
35,174,90.4,2,0
33,159,48.1,5,1
39,171,46.7,1,0
53,169,65.9,5,1
46,158,82.6,1,0
37,172,73.6,5,1
59,191,60.6,2,0
55,170,61.5,4,1
51,192,55.9,3,0
22,194,73.8,3,1
22,170,45.7,1,0
52,172,71.0,5,1
48,163,85.0,1,0
33,174,75.3,4,1
48,169,45.7,1,0
37,189,71.5,5,1
56,179,56.7,2,0
26,169,70.4,5,1
54,157,92.6,3,0
26,184,81.0,4,1
29,178,111.1,3,0
50,184,70.7,4,1
53,185,55.9,2,0
55,156,50.1,4,1
52,191,58.0,2,0
52,157,49.6,4,1
34,194,57.5,2,0
42,162,55.9,4,1
30,169,49.0,1,0
55,191,77.2,4,1
20,174,50.6,1,0
54,178,62.8,3,1
53,162,47.8,1,0
47,191,82.1,3,1
49,177,49.0,2,0
40,194,91.7,3,1
36,191,57.6,1,0
43,167,59.6,4,1
40,187,119.4,2,0
54,157,55.6,3,1
38,161,47.1,2,0
59,173,71.3,3,1
28,167,47.2,3,0
50,162,61.7,3,1
21,172,86.3,2,0
25,173,66.6,5,1
49,175,54.2,1,0
48,190,87.4,5,1
42,184,107.4,2,0
44,180,73.5,3,1
20,180,112.6,1,0
37,192,85.4,4,1
21,162,85.1,1,0
22,167,64.5,3,1
49,172,93.1,1,0
57,191,87.0,5,1
36,186,53.0,2,0
42,174,73.8,3,1
23,160,40.8,1,0
20,191,69.5,5,1
32,171,53.7,2,0
56,157,58.0,4,1
28,184,54.4,3,0
38,191,75.1,3,1
45,158,40.5,3,0
26,177,74.0,3,1
26,158,45.5,2,0
24,189,71.2,5,1
45,159,42.5,2,0
44,161,51.6,3,1
25,162,76.2,2,0
41,156,53.9,5,1
59,180,97.4,3,0
19,180,66.3,4,1
49,168,42.9,1,0
55,176,71.2,4,1
36,170,85.9,3,0
36,174,71.9,3,1
30,170,48.6,3,0
20,163,61.4,4,1
46,159,95.4,1,0
57,162,53.7,4,1
21,170,50.5,2,0
52,168,56.2,5,1
48,166,43.1,3,0
30,156,45.6,5,1
26,175,47.3,3,0
52,192,86.5,5,1
21,157,45.2,3,0
43,167,56.8,3,1
36,189,108.1,2,0
48,157,58.7,5,1
52,175,54.4,2,0
35,179,67.5,4,1
35,185,59.2,2,0
58,165,62.1,5,1
36,155,65.6,3,0
56,155,53.8,3,1
25,169,85.2,3,0
38,185,69.8,5,1
40,177,54.3,3,0
56,189,86.0,3,1
48,159,40.9,1,0
20,164,59.3,4,1
52,179,51.4,1,0
21,180,75.6,4,1
30,177,78.5,1,0
57,185,70.4,4,1
52,178,102.9,2,0
28,180,64.2,3,1
26,155,40.6,2,0
30,192,68.7,3,1
57,185,56.7,2,0
19,165,63.6,3,1
48,180,97.0,3,0
39,161,57.5,4,1
25,183,96.0,1,0
33,187,65.7,4,1
49,157,43.3,3,0
26,159,61.5,3,1
44,185,56.9,2,0
21,175,68.6,5,1
39,155,79.4,2,0
54,165,54.0,4,1
42,175,97.1,1,0
43,194,82.9,3,1
27,167,99.5,2,0
41,157,49.0,3,1
30,165,72.8,2,0
50,156,45.6,3,1
28,160,46.2,1,0
39,168,55.0,5,1
42,192,103.2,2,0
27,156,60.2,3,1
25,161,44.3,3,0
18,166,59.0,4,1
21,188,128.8,1,0
29,178,63.8,4,1
23,184,116.3,3,0
45,186,85.1,3,1
25,190,59.0,1,0
21,164,50.6,5,1
26,186,97.0,2,0
19,175,76.2,5,1
55,187,115.1,2,0
19,191,86.6,5,1
37,175,48.1,1,0
36,162,53.4,3,1
37,192,63.5,3,0
27,162,50.8,5,1
37,171,76.1,2,0
54,163,59.9,5,1
59,161,70.0,2,0
47,183,75.8,5,1
40,171,107.1,1,0
55,157,52.4,5,1
20,168,46.8,1,0
44,155,58.7,3,1
28,163,87.6,1,0
20,193,77.8,4,1
43,160,40.8,2,0
52,164,54.0,4,1
39,163,43.0,3,0
35,183,63.0,3,1
22,162,45.0,2,0
54,172,72.3,4,1
40,157,40.5,2,0
46,160,55.1,4,1
54,165,43.6,2,0
36,186,71.3,5,1
29,189,116.8,1,0
34,189,79.3,4,1
19,190,116.8,1,0
22,167,61.3,4,1
41,181,50.2,1,0
49,179,75.9,4,1
44,186,52.3,3,0
20,179,62.7,3,1
25,193,56.9,3,0
21,158,59.2,4,1
23,163,91.8,3,0
22,181,74.6,5,1
59,192,61.6,3,0
28,182,76.9,5,1
59,170,44.4,3,0
45,183,69.6,4,1
42,193,63.1,2,0
39,159,49.9,5,1
32,181,58.8,2,0
39,158,46.6,5,1
35,163,74.0,2,0
22,160,51.9,5,1
29,185,58.9,2,0
37,186,73.1,4,1
53,172,47.9,3,0
43,158,52.3,4,1
29,170,96.8,3,0
44,155,53.1,5,1
50,185,105.9,2,0
40,187,68.3,5,1
46,184,105.8,1,0
28,176,72.2,5,1
28,171,48.7,1,0
45,194,73.2,4,1
59,193,120.1,3,0
31,185,66.9,4,1
31,178,48.2,3,0
48,159,52.2,4,1
40,192,92.2,2,0
44,188,67.5,3,1
21,172,53.1,2,0
44,180,76.9,3,1
45,188,93.7,2,0
22,163,51.7,4,1
18,188,90.6,3,0
53,180,66.4,3,1
46,158,82.3,1,0
25,159,57.1,4,1
22,175,78.6,1,0
32,192,85.8,4,1
21,165,73.6,2,0
45,159,58.4,5,1
43,164,47.6,3,0
44,163,60.0,5,1
30,160,44.6,3,0
21,176,64.8,4,1
34,163,80.3,1,0
30,183,62.3,5,1
35,172,104.2,3,0
47,163,49.6,3,1
44,190,65.7,2,0
56,179,73.7,5,1
55,192,102.6,1,0
18,170,62.6,5,1
25,166,73.8,3,0
25,165,60.6,5,1
32,169,52.3,1,0
31,178,64.7,5,1
26,160,66.6,1,0
20,173,57.4,5,1
59,162,77.5,3,0
57,184,72.5,3,1
34,186,57.0,3,0
20,184,68.7,4,1
55,190,103.0,3,0
25,155,46.6,3,1
38,188,95.1,2,0
52,172,61.6,3,1
58,187,116.0,3,0
43,160,59.0,4,1
56,161,47.2,2,0
41,156,56.0,5,1
38,172,48.1,2,0
40,178,77.0,4,1
23,167,49.6,3,0
19,169,57.5,4,1
23,169,79.6,2,0
26,166,65.8,5,1
54,168,42.7,2,0
26,157,51.2,4,1
29,183,52.7,3,0
35,165,67.0,4,1
30,190,128.4,3,0
29,176,63.4,3,1
50,157,41.0,3,0
47,179,78.8,3,1
47,188,120.9,1,0
53,161,62.1,4,1
43,168,80.0,3,0
32,157,48.2,5,1
33,175,52.4,2,0
35,159,62.7,5,1
42,168,71.0,2,0
41,169,58.2,5,1
34,160,91.8,2,0
27,182,78.1,5,1
35,191,64.0,2,0
46,164,53.6,3,1
28,180,99.6,2,0
49,177,64.6,4,1
30,175,49.9,1,0
32,166,66.8,5,1
29,177,53.0,2,0
39,193,78.7,5,1
25,193,58.3,3,0
58,170,55.8,3,1
42,167,45.0,2,0
46,188,68.0,4,1
42,158,39.8,3,0
43,181,72.9,4,1
48,157,39.1,1,0
49,192,78.1,5,1
20,189,64.4,1,0
44,159,53.0,5,1
34,189,97.9,1,0
34,191,70.9,4,1
31,168,50.4,3,0
28,180,62.8,3,1
39,183,60.3,1,0
57,165,52.1,4,1
19,184,62.1,2,0
42,167,59.4,4,1
43,168,47.7,1,0
38,180,77.4,4,1
31,163,91.9,3,0
32,179,66.9,3,1
32,179,115.5,1,0
33,157,46.8,4,1
49,166,74.0,3,0
42,159,59.9,4,1
55,193,134.3,1,0
49,171,69.8,5,1
23,167,43.0,1,0
49,155,57.4,3,1
19,191,113.5,1,0
59,191,76.9,3,1
32,184,60.6,3,0
58,169,53.6,4,1
23,172,78.3,3,0
36,159,50.7,3,1
27,166,42.5,2,0
47,191,74.5,4,1
56,160,76.7,3,0
53,159,50.0,5,1
49,177,87.8,3,0
22,167,58.9,4,1
40,166,47.8,1,0
41,184,62.8,5,1
51,177,112.7,2,0
35,191,85.5,5,1
31,155,37.7,2,0
53,155,51.6,3,1
37,175,54.4,2,0
41,193,92.4,3,1
23,164,70.6,2,0
42,168,62.7,3,1
28,193,62.7,1,0
58,186,70.2,5,1
32,170,47.1,2,0
49,160,56.3,5,1
42,161,75.0,1,0
21,180,69.2,3,1
22,159,90.2,1,0
25,167,55.6,4,1
25,184,109.8,2,0
50,163,63.9,3,1
50,163,78.0,1,0
21,170,71.1,5,1
31,167,89.8,1,0
52,169,65.2,5,1
19,156,37.4,3,0
36,192,73.7,4,1
23,180,122.5,1,0
47,165,55.6,4,1
55,157,42.5,2,0
41,165,56.5,3,1
40,164,94.2,3,0
34,180,73.1,5,1
46,178,57.3,3,0
23,164,61.8,4,1
49,171,91.3,2,0
26,193,92.7,3,1
41,160,46.0,2,0
50,173,57.9,4,1
46,178,55.1,2,0
59,180,77.9,4,1
30,193,64.0,2,0
38,179,76.6,5,1
42,168,97.2,2,0
39,193,70.7,3,1
53,167,49.4,3,0
48,164,50.4,3,1
24,186,62.6,1,0
48,183,62.1,5,1
43,185,118.8,1,0
48,191,85.7,3,1
40,189,103.4,1,0
18,166,65.7,4,1
40,176,111.7,1,0
34,160,55.6,3,1
55,159,76.1,3,0
59,180,71.1,3,1
33,184,53.0,1,0
28,159,49.9,5,1
51,173,45.8,3,0
37,177,59.0,3,1
29,155,38.8,2,0
18,186,65.5,3,1
35,184,104.8,2,0
57,164,63.3,3,1
54,165,78.4,3,0
30,182,63.5,4,1
27,166,97.0,3,0
48,175,57.7,3,1
48,168,49.0,1,0
40,166,56.6,4,1
56,176,99.6,2,0
52,163,57.2,5,1
37,175,80.6,2,0
40,194,71.3,4,1
45,184,57.3,2,0
39,179,60.6,4,1
25,168,105.6,1,0
49,157,51.4,3,1
30,177,50.7,3,0
24,191,89.2,5,1
27,184,60.7,1,0
20,162,53.2,4,1
20,174,83.9,1,0
26,184,81.2,5,1
25,182,57.4,3,0
35,161,63.1,5,1
22,180,55.6,3,0
42,193,71.6,5,1
44,193,67.0,1,0
46,185,74.8,4,1
21,182,123.6,2,0
18,186,67.2,3,1
58,172,44.8,2,0
33,190,81.8,4,1
55,177,47.0,3,0
19,189,69.6,3,1
59,191,61.3,2,0
45,183,66.6,5,1
20,163,80.7,1,0
34,155,55.5,4,1
28,182,89.6,1,0
44,179,74.7,5,1
44,167,45.7,2,0
25,185,70.1,4,1
21,172,101.9,3,0
29,162,59.9,5,1
58,171,45.1,3,0
23,193,85.0,3,1
20,181,113.8,1,0
43,175,67.0,5,1
26,177,57.3,1,0
22,182,73.6,5,1
40,192,56.2,1,0
56,164,55.2,4,1
44,174,48.4,1,0
55,174,70.9,4,1
24,177,49.9,1,0
52,155,56.8,4,1
23,177,53.6,2,0
35,168,69.8,4,1
55,167,78.5,1,0
42,178,63.3,4,1
35,182,60.5,3,0
26,189,74.2,3,1
57,193,59.1,1,0
56,176,73.1,3,1
41,169,44.2,3,0
51,158,50.7,4,1
38,162,76.3,3,0
39,175,69.6,4,1
30,155,38.1,2,0
39,166,54.6,5,1
33,166,90.6,1,0
56,162,52.1,4,1
25,187,62.6,3,0
46,159,56.9,3,1
58,160,87.5,3,0
40,165,53.4,3,1
59,181,88.0,3,0
38,190,67.9,3,1
57,192,127.9,1,0
53,177,76.0,5,1
54,165,43.2,3,0
57,175,62.3,4,1
41,192,57.3,2,0
48,166,62.9,3,1
29,181,51.1,3,0
26,162,53.3,5,1
41,170,100.7,2,0
51,192,72.2,3,1
48,177,55.0,2,0
21,189,85.9,5,1
32,167,48.5,3,0
39,182,64.7,4,1
55,183,57.7,2,0
35,184,72.1,4,1
46,193,67.9,2,0
27,174,66.0,4,1
34,160,87.5,2,0
58,176,58.0,5,1
46,161,78.8,1,0
28,179,71.6,3,1
34,184,122.8,3,0
20,192,89.3,4,1
23,194,64.2,3,0
59,189,75.3,4,1
19,182,113.2,1,0
22,193,78.6,3,1
59,186,103.3,3,0
37,183,69.8,5,1
57,190,122.3,3,0
23,183,62.7,5,1
19,176,48.2,1,0
35,179,61.6,4,1
47,155,40.7,2,0
28,188,72.6,5,1
19,174,46.3,1,0
47,167,53.2,4,1
45,174,112.5,1,0
37,155,51.1,3,1
41,179,116.8,1,0
42,179,71.0,5,1
28,164,82.0,3,0
37,159,51.8,5,1
49,181,116.4,2,0
56,178,70.9,4,1
56,194,115.9,3,0
35,192,80.6,5,1
55,187,89.3,3,0
26,187,84.5,5,1
46,185,59.8,3,0
37,158,49.1,3,1
52,167,87.9,1,0
21,172,54.8,5,1
46,185,97.1,1,0
19,160,54.0,5,1
51,164,45.0,2,0
44,193,84.9,5,1
53,163,46.9,3,0
39,160,61.3,4,1
50,168,105.7,3,0
44,156,50.1,5,1
19,170,46.0,2,0
39,174,75.0,4,1
30,188,59.7,1,0
18,161,54.8,4,1
41,173,51.7,3,0
38,183,63.1,5,1
53,181,112.9,3,0
28,187,66.6,5,1
29,156,39.1,1,0
40,175,68.4,4,1
38,166,43.2,2,0
39,160,55.2,3,1
53,161,87.7,3,0
29,160,55.7,3,1
48,166,86.9,3,0
24,190,67.5,3,1
25,194,62.1,3,0
48,190,67.4,3,1
40,174,94.7,3,0
59,193,71.1,5,1
21,185,86.8,3,0
48,162,54.0,3,1
51,161,96.6,1,0
18,156,53.4,5,1
54,161,91.5,3,0
54,157,56.7,3,1
26,181,101.6,3,0
48,180,68.7,5,1
46,181,97.8,1,0
52,177,63.5,5,1
44,185,58.4,2,0
57,175,72.4,3,1
20,192,99.3,1,0
44,175,70.0,4,1
27,157,40.6,1,0
41,168,66.4,3,1
21,170,45.4,1,0
22,167,52.3,3,1
36,191,114.7,3,0
50,175,65.6,5,1
49,178,54.6,2,0
43,178,59.5,5,1
51,166,95.7,1,0
23,184,68.0,4,1
55,168,72.8,2,0
30,184,66.8,3,1
56,157,40.0,1,0
55,194,71.8,4,1
41,171,47.3,2,0
53,181,76.5,3,1
55,175,91.4,1,0
50,193,82.7,3,1
33,178,50.8,1,0
47,161,62.3,5,1
44,189,64.1,3,0
31,169,56.5,4,1
37,180,91.1,2,0
57,184,67.5,3,1
24,158,43.2,1,0
51,193,89.2,3,1
46,189,113.0,3,0
45,183,62.5,5,1
46,156,70.6,3,0
39,164,55.0,3,1
36,178,105.0,2,0
34,164,65.4,3,1
43,180,52.8,1,0
38,190,89.2,5,1
24,188,60.2,1,0
56,183,80.5,4,1
50,178,95.4,3,0
33,182,71.5,4,1
49,183,50.2,2,0
20,180,63.1,5,1
44,158,80.1,1,0
28,176,76.8,3,1
27,188,104.3,1,0
32,173,72.3,5,1
25,174,46.3,3,0
56,190,72.4,3,1
48,163,84.8,3,0
35,187,84.6,4,1
18,167,105.4,2,0
22,165,50.6,3,1
53,169,51.0,2,0
31,178,62.3,3,1
29,174,100.4,1,0
56,157,45.7,3,1
44,190,110.0,1,0
20,178,60.6,4,1
56,172,106.1,1,0
18,180,77.3,4,1
38,167,78.6,3,0
36,160,61.5,5,1
45,182,54.2,1,0
36,189,69.2,5,1
37,191,107.4,1,0
32,158,52.4,5,1
28,177,102.2,3,0
30,167,52.6,4,1
27,191,136.2,2,0
33,175,62.5,5,1
30,187,60.5,2,0
40,169,60.8,4,1
33,172,54.1,1,0
26,171,65.5,4,1
25,157,75.0,3,0
44,186,71.8,3,1
48,167,104.1,1,0
50,185,71.9,4,1
57,177,78.3,3,0
51,184,80.9,3,1
39,187,110.7,1,0
54,177,68.1,5,1
29,164,41.2,2,0
35,181,70.1,5,1
27,164,48.3,1,0
31,167,58.6,3,1
27,169,44.7,2,0
47,194,81.9,4,1
31,155,72.1,2,0
49,162,57.3,3,1
47,191,61.8,2,0
27,159,47.9,3,1
54,155,43.9,1,0
41,168,69.4,3,1
25,162,73.5,1,0
55,156,60.2,4,1
18,165,49.9,1,0
45,185,78.5,4,1
46,165,69.1,2,0
44,162,64.6,5,1
18,193,107.7,2,0
21,172,72.8,3,1
44,170,48.4,2,0
52,160,57.4,4,1
43,193,122.8,1,0
23,163,61.3,4,1
22,193,61.1,2,0
44,183,82.2,4,1
20,159,84.5,3,0
44,187,77.6,3,1
54,169,48.7,1,0
22,163,50.2,5,1
47,161,44.2,2,0
52,181,65.6,3,1
48,172,51.7,2,0
24,191,69.7,4,1
29,162,48.1,1,0
40,165,53.4,5,1
23,166,77.0,3,0
20,182,63.0,5,1
36,194,59.8,1,0
34,173,63.4,4,1
41,193,112.8,3,0
47,180,63.9,5,1
56,157,44.6,3,0
44,183,77.1,3,1
28,185,59.7,1,0
53,156,49.6,4,1
54,181,92.5,3,0
40,164,64.0,4,1
24,186,58.5,1,0
49,173,61.6,5,1
39,188,57.3,2,0
43,186,81.1,5,1
29,194,108.6,3,0
25,187,79.8,3,1
43,161,83.9,3,0
22,192,83.4,4,1
42,178,117.7,3,0
25,177,66.2,5,1
42,169,42.9,1,0
36,167,55.6,5,1
40,194,63.6,1,0
51,164,55.6,4,1
21,158,41.9,2,0
57,174,58.8,5,1
40,174,48.9,1,0
22,181,80.6,3,1
51,184,61.6,2,0
39,164,54.6,4,1
38,185,55.3,3,0
47,162,55.5,4,1
23,170,49.0,3,0
41,159,47.1,5,1
46,165,41.2,2,0
50,172,59.4,5,1
42,191,65.2,2,0
55,182,77.2,3,1
27,191,57.9,1,0
24,167,55.4,5,1
42,167,44.6,1,0
35,175,59.9,4,1
41,171,90.9,3,0
30,182,66.8,4,1
26,175,113.6,1,0
24,174,63.6,5,1
52,164,41.9,2,0
51,178,68.8,3,1
30,194,60.7,3,0
47,161,50.2,4,1
53,180,56.4,3,0
26,159,58.7,5,1
46,170,46.6,3,0
44,172,58.4,3,1
30,184,121.7,1,0
58,169,65.1,4,1
25,185,57.3,3,0
31,177,67.9,4,1
51,173,53.9,1,0
43,193,84.2,5,1
56,183,88.3,2,0
26,169,60.6,4,1
19,157,69.1,1,0
56,167,59.6,3,1
49,168,46.3,2,0
31,162,52.4,3,1
38,186,60.1,3,0
54,175,75.9,5,1
55,155,37.0,1,0
24,192,83.9,5,1
59,186,63.2,2,0
54,171,63.0,3,1
51,194,62.2,2,0
21,162,54.1,4,1
46,180,58.2,2,0
58,156,48.6,5,1
45,194,130.0,2,0
38,164,53.2,3,1
34,160,77.5,2,0
26,168,61.7,4,1
34,188,128.2,3,0
33,176,71.7,5,1
19,162,43.0,1,0
53,171,58.1,5,1
37,190,54.5,2,0
41,156,49.6,4,1
18,167,44.5,2,0
23,157,47.5,4,1
34,189,62.2,3,0
40,162,53.5,4,1
43,164,44.9,2,0
45,186,69.1,3,1
46,169,100.7,1,0
36,159,55.5,3,1
22,169,43.2,1,0
45,170,65.3,3,1
57,175,53.1,1,0
58,155,57.9,4,1
57,173,91.0,1,0
21,168,52.8,5,1
39,184,51.7,1,0
57,160,54.8,4,1
22,164,42.8,2,0
52,182,80.2,5,1
40,189,109.5,3,0
33,170,70.5,3,1
37,190,57.7,1,0
54,174,57.6,4,1
48,176,46.9,2,0
28,163,55.7,4,1
58,191,131.4,2,0
21,178,72.8,3,1
27,170,52.0,2,0
35,172,72.3,3,1
24,164,90.3,3,0
34,168,61.5,3,1
23,174,110.5,1,0
46,171,59.2,5,1
35,165,41.8,3,0
20,192,89.0,5,1
57,158,43.7,1,0
56,194,73.3,3,1
54,186,57.5,1,0
49,156,55.3,3,1
55,172,54.0,2,0
53,170,66.0,4,1
36,171,76.7,2,0
37,194,91.9,5,1
59,178,95.1,1,0
28,181,72.7,5,1
51,175,101.1,2,0
24,192,69.5,4,1
31,163,86.4,3,0
29,168,68.6,3,1
52,169,51.1,3,0
25,177,70.3,5,1
47,156,67.9,3,0
26,192,72.2,4,1
41,162,44.8,1,0
41,185,69.4,3,1
41,164,80.2,2,0
20,184,76.8,4,1
37,189,123.8,1,0
54,164,66.7,3,1
59,183,107.3,2,0
21,184,76.5,5,1
48,193,120.6,1,0
39,182,67.1,3,1
35,161,38.9,1,0
52,191,89.4,3,1
37,159,45.1,1,0
30,185,72.6,5,1
20,156,78.7,1,0
26,158,48.4,4,1
18,193,97.5,2,0
26,174,64.9,3,1
19,175,50.8,2,0
35,164,59.2,4,1
38,176,108.1,3,0
19,161,61.2,3,1
36,182,111.1,2,0
20,193,81.1,5,1
32,157,66.2,3,0
57,192,91.7,3,1
34,192,110.6,3,0
50,183,79.0,4,1
58,194,105.4,3,0
27,186,83.7,3,1
25,174,48.5,2,0
26,177,66.3,4,1
31,185,106.3,1,0
22,160,59.9,5,1
35,168,82.9,3,0
54,191,69.3,4,1
37,156,39.7,1,0
42,176,73.7,4,1
55,168,48.1,3,0
46,179,72.0,4,1
33,156,68.4,2,0
35,174,61.1,3,1
58,188,132.1,2,0
18,177,59.6,3,1
49,156,38.4,3,0
19,158,53.1,3,1
40,160,74.6,3,0
36,182,64.9,5,1
21,161,83.6,3,0
58,171,56.2,4,1
54,156,43.3,3,0
29,173,65.1,3,1
18,163,94.1,2,0
19,173,68.8,3,1
39,158,44.4,1,0
46,155,48.3,4,1
25,181,58.5,2,0
57,185,70.5,3,1
27,170,99.7,2,0
58,174,64.8,3,1
34,157,78.7,2,0
51,174,74.1,5,1
21,172,105.6,3,0
35,175,70.5,3,1
58,177,53.4,2,0
38,188,67.7,4,1
48,160,38.5,3,0
28,183,74.8,5,1
57,165,43.9,3,0
29,180,77.9,3,1
36,181,52.5,2,0
46,157,57.4,4,1
41,191,55.8,1,0
25,179,65.2,5,1
40,183,60.8,3,0
41,185,84.6,3,1
25,188,60.3,1,0
20,165,62.0,5,1
50,162,41.3,3,0
44,183,67.3,3,1
26,168,47.5,1,0
45,191,76.7,4,1
45,190,106.9,3,0
45,161,60.4,3,1
41,173,101.9,1,0
37,175,66.6,4,1
45,186,55.5,2,0
20,185,79.9,4,1
27,192,115.7,1,0
40,172,57.2,4,1
30,178,92.3,3,0
38,160,62.5,3,1
40,159,88.5,2,0
45,165,51.7,5,1
55,188,129.7,3,0
18,188,71.6,5,1
37,172,82.9,2,0
28,164,60.7,5,1
18,157,84.9,2,0
45,182,70.0,4,1
50,179,89.8,3,0
23,168,69.1,3,1
18,192,65.7,1,0
26,160,53.0,4,1
54,168,45.1,1,0
59,168,64.8,3,1
47,183,86.8,2,0
37,171,56.2,5,1
47,181,119.5,2,0
38,182,69.1,3,1
28,165,69.4,2,0
23,186,74.3,4,1
30,193,67.3,1,0
34,155,44.5,4,1
34,184,90.2,3,0
42,189,76.4,3,1
43,192,64.7,3,0
20,178,63.1,4,1
28,184,52.3,1,0
40,157,49.9,5,1
38,175,55.0,2,0
54,192,68.7,4,1
28,183,120.2,2,0
58,171,67.5,4,1
43,166,47.2,2,0
25,172,56.1,5,1
31,193,56.6,3,0
19,189,73.5,4,1
40,159,42.2,2,0
57,182,63.0,5,1
55,161,42.2,1,0
50,186,81.3,3,1
27,158,44.3,3,0
26,184,63.5,5,1
26,192,97.9,1,0
40,169,57.3,3,1
52,167,70.7,3,0
40,171,72.6,5,1
19,191,106.4,2,0
28,194,88.5,5,1
59,155,76.1,1,0
33,184,64.4,4,1
27,187,88.2,3,0
28,165,51.5,5,1
43,174,48.2,3,0
27,182,81.0,4,1
30,179,117.7,3,0
19,174,61.2,3,1
19,170,49.8,1,0
26,175,69.4,4,1
51,174,48.8,1,0
55,161,64.3,4,1
52,158,41.7,3,0
38,168,61.9,4,1
46,190,92.4,1,0
30,168,62.3,3,1
38,170,84.9,3,0
52,185,71.1,5,1
26,156,66.1,1,0
18,160,48.3,3,1
28,187,127.2,2,0
57,179,76.1,4,1
43,181,95.8,2,0
29,176,65.3,5,1
32,171,45.1,2,0
38,194,81.9,5,1
50,166,41.6,3,0
21,171,59.4,5,1
21,183,100.6,1,0
28,194,79.4,3,1
42,188,96.5,3,0
29,179,70.7,5,1
41,162,85.1,1,0
25,186,75.6,5,1
18,169,51.1,3,0
54,175,67.3,5,1
57,189,93.5,2,0
39,190,68.9,5,1
44,188,125.2,2,0
28,159,48.0,4,1
42,164,102.1,1,0
31,162,60.2,4,1
59,160,46.3,1,0
57,159,62.1,5,1
22,159,38.7,2,0
38,169,59.5,5,1
23,174,48.5,3,0
30,156,55.3,5,1
28,191,65.2,1,0
56,162,48.6,5,1
22,173,45.2,1,0
36,167,51.8,4,1
47,159,42.9,3,0
45,191,83.4,3,1
52,181,105.6,1,0
56,172,72.3,5,1
35,161,39.0,2,0
47,171,56.6,5,1
30,193,60.3,3,0
18,186,76.5,4,1
19,172,50.3,2,0
35,159,56.4,3,1
49,168,89.0,3,0
24,167,55.4,4,1
22,155,73.0,3,0
46,192,82.4,5,1
28,177,54.7,3,0
50,191,80.4,5,1
23,192,126.5,1,0
50,179,59.7,3,1
59,192,117.4,2,0
55,171,54.8,5,1
40,174,54.1,2,0
44,164,58.8,3,1
39,167,47.7,1,0
57,166,66.6,4,1
23,179,58.2,3,0
38,192,89.8,3,1
32,177,56.6,2,0
32,163,63.5,4,1
45,184,51.0,2,0
47,189,68.2,4,1
37,185,54.6,1,0
59,159,59.6,5,1
18,173,89.3,3,0
59,179,68.3,5,1
22,155,39.5,1,0
32,178,77.1,4,1
28,172,84.5,3,0
29,161,51.6,3,1
21,191,57.9,3,0
48,155,55.8,3,1
42,172,76.3,1,0
42,172,72.4,5,1
20,179,93.8,3,0
36,169,69.3,4,1
54,182,91.8,3,0
40,164,55.1,4,1
41,172,53.6,2,0
25,189,74.8,3,1
20,175,96.8,1,0
38,163,49.9,3,1
43,188,56.9,3,0
31,177,63.9,4,1
49,180,107.0,2,0
42,172,58.0,3,1
41,157,44.5,2,0
55,176,69.9,4,1
25,192,98.8,2,0
29,173,59.0,5,1
27,168,98.4,1,0
32,183,78.6,5,1
20,157,39.9,2,0
23,168,55.2,3,1
59,167,95.1,2,0
51,164,65.4,5,1
29,157,43.9,2,0
30,161,61.7,5,1
40,168,44.2,3,0
58,190,72.5,4,1
52,175,109.5,1,0
32,179,63.8,3,1
19,171,100.6,3,0
43,186,77.8,5,1
26,168,44.6,2,0
46,183,74.3,5,1
34,160,44.3,3,0
50,183,70.2,5,1
31,190,113.6,2,0
57,167,60.1,3,1
37,161,93.5,3,0
59,156,46.4,5,1
22,170,86.8,2,0
39,180,76.1,3,1
38,172,52.5,1,0
22,167,66.8,4,1
